,reads,umis
PZ-TChIC-K562-SC-H3K27me3-T_378,99,99
PZ-TChIC-K562-SC-H3K27me3-T_290,126,126
PZ-TChIC-K562-SC-H3K27me3-T_50,138,138
PZ-TChIC-K562-SC-H3K27me3-T_313,141,141
PZ-TChIC-K562-SC-H3K27me3-T_327,65,65
PZ-TChIC-K562-SC-H3K27me3-T_330,175,175
PZ-TChIC-K562-SC-H3K27me3-T_202,177,177
PZ-TChIC-K562-SC-H3K27me3-T_75,63,63
PZ-TChIC-K562-SC-H3K27me3-T_325,84,84
PZ-TChIC-K562-SC-H3K27me3-T_91,51,51
PZ-TChIC-K562-SC-H3K27me3-T_133,139,139
PZ-TChIC-K562-SC-H3K27me3-T_67,85,85
PZ-TChIC-K562-SC-H3K27me3-T_299,118,118
PZ-TChIC-K562-SC-H3K27me3-T_96,105,105
PZ-MB-TChIC-K562-H3K4me3-T_352,111,111
PZ-TChIC-K562-SC-H3K27me3-T_200,71,71
PZ-TChIC-K562-SC-H3K27me3-T_37,159,159
PZ-TChIC-K562-SC-H3K27me3-T_257,114,114
PZ-TChIC-K562-SC-H3K27me3-T_53,186,186
PZ-TChIC-K562-SC-H3K27me3-T_119,118,118
PZ-TChIC-K562-SC-H3K27me3-T_334,115,115
PZ-TChIC-K562-SC-H3K27me3-T_88,90,90
PZ-TChIC-K562-SC-H3K27me3-T_227,95,95
PZ-TChIC-K562-SC-H3K27me3-T_130,114,114
PZ-MB-TChIC-K562-H3K4me3-C_73,30,30
PZ-TChIC-K562-SC-H3K27me3-T_331,163,163
PZ-TChIC-K562-SC-H3K27me3-T_383,49,49
PZ-TChIC-K562-SC-H3K27me3-T_175,66,66
PZ-TChIC-K562-SC-H3K27me3-T_350,118,118
PZ-TChIC-K562-SC-H3K27me3-C_240,93,93
PZ-TChIC-K562-SC-H3K27me3-T_55,65,65
PZ-MB-TChIC-K562-H3K4me3-T_117,115,115
PZ-MB-TChIC-K562-H3K4me3-C_145,20,20
PZ-TChIC-K562-SC-H3K27me3-T_13,211,211
PZ-TChIC-K562-SC-H3K27me3-CT_73,14,14
PZ-TChIC-K562-SC-H3K27me3-T_276,16,16
PZ-MB-TChIC-K562-H3K4me3-T_32,25,25
PZ-TChIC-K562-SC-H3K27me3-T_79,122,122
PZ-TChIC-K562-SC-H3K27me3-T_196,65,65
PZ-MB-TChIC-K562-H3K4me3-T_25,14,14
PZ-MB-TChIC-K562-H3K4me3-CT_121,14,14
PZ-TChIC-K562-SC-H3K27me3-T_222,122,122
PZ-MB-TChIC-K562-H3K4me3-CT_25,17,17
PZ-TChIC-K562-SC-H3K27me3-T_368,60,60
PZ-TChIC-K562-SC-H3K27me3-T_143,200,200
PZ-TChIC-K562-SC-H3K27me3-C_359,18,18
PZ-TChIC-K562-SC-H3K27me3-T_78,142,142
PZ-TChIC-K562-SC-H3K27me3-T_87,263,263
PZ-TChIC-K562-SC-H3K27me3-T_296,112,112
PZ-TChIC-K562-SC-H3K27me3-T_42,89,89
PZ-TChIC-K562-SC-H3K27me3-T_376,198,198
PZ-TChIC-K562-SC-H3K27me3-T_353,74,74
PZ-TChIC-K562-SC-H3K27me3-T_122,125,125
PZ-TChIC-K562-SC-H3K27me3-C_107,60,60
PZ-TChIC-K562-SC-H3K27me3-T_357,86,86
PZ-TChIC-K562-SC-H3K27me3-T_19,95,95
PZ-TChIC-K562-SC-H3K27me3-T_274,66,66
PZ-TChIC-K562-SC-H3K27me3-C_184,39,39
PZ-TChIC-K562-SC-H3K27me3-T_253,30,30
PZ-TChIC-K562-SC-H3K27me3-T_324,67,67
PZ-MB-TChIC-K562-H3K4me3-CT_73,3,3
PZ-TChIC-K562-SC-H3K27me3-T_246,25,25
PZ-MB-TChIC-K562-H3K4me3-T_123,13,13
PZ-MB-TChIC-K562-H3K4me3-T_1,27,27
PZ-TChIC-K562-SC-H3K27me3-T_164,97,97
PZ-MB-TChIC-K562-H3K4me3-T_28,15,15
PZ-MB-TChIC-K562-H3K4me3-CT_49,24,24
PZ-TChIC-K562-SC-H3K27me3-T_47,68,68
PZ-TChIC-K562-SC-H3K27me3-CT_25,44,44
PZ-MB-TChIC-K562-H3K4me3-T_72,24,24
PZ-TChIC-K562-SC-H3K27me3-T_372,105,105
PZ-TChIC-K562-SC-H3K27me3-CT_347,36,36
PZ-TChIC-K562-SC-H3K27me3-T_201,117,117
PZ-TChIC-K562-SC-H3K27me3-T_97,7,7
PZ-TChIC-K562-SC-H3K27me3-T_352,36,36
PZ-TChIC-K562-SC-H3K27me3-T_326,102,102
PZ-TChIC-K562-SC-H3K27me3-T_189,85,85
PZ-TChIC-K562-SC-H3K27me3-T_343,110,110
PZ-TChIC-K562-SC-H3K27me3-T_169,121,121
PZ-TChIC-K562-SC-H3K27me3-T_241,99,99
PZ-TChIC-K562-SC-H3K27me3-T_2,91,91
PZ-TChIC-K562-SC-H3K27me3-T_286,108,108
PZ-TChIC-K562-SC-H3K27me3-T_69,34,34
PZ-TChIC-K562-SC-H3K27me3-T_366,97,97
PZ-TChIC-K562-SC-H3K27me3-T_21,91,91
PZ-MB-TChIC-K562-H3K4me3-T_49,32,32
PZ-TChIC-K562-SC-H3K27me3-T_219,59,59
PZ-MB-TChIC-K562-H3K4me3-T_169,13,13
PZ-MB-TChIC-K562-H3K4me3-T_122,18,18
PZ-MB-TChIC-K562-H3K4me3-T_121,27,27
PZ-MB-TChIC-K562-H3K4me3-T_31,3,3
PZ-TChIC-K562-SC-H3K27me3-T_121,7,7
PZ-MB-TChIC-K562-H3K4me3-T_105,9,9
PZ-MB-TChIC-K562-H3K4me3-CT_169,3,3
PZ-TChIC-K562-SC-H3K27me3-T_73,6,6
PZ-TChIC-K562-SC-H3K27me3-C_121,12,12
PZ-MB-TChIC-K562-H3K4me3-T_124,7,7
PZ-MB-TChIC-K562-H3K4me3-CT_97,31,31
PZ-TChIC-K562-SC-H3K27me3-T_1,10,10
PZ-TChIC-K562-SC-H3K27me3-C_242,25,25
PZ-MB-TChIC-K562-H3K4me3-T_99,5,5
PZ-TChIC-K562-SC-H3K27me3-T_72,3,3
PZ-TChIC-K562-SC-H3K27me3-T_198,18,18
PZ-MB-TChIC-K562-H3K4me3-T_73,2,2
PZ-TChIC-K562-SC-H3K27me3-CT_72,5,5
PZ-TChIC-K562-SC-H3K27me3-T_25,10,10
PZ-MB-TChIC-K562-H3K4me3-CT_145,5,5
PZ-MB-TChIC-K562-H3K4me3-T_100,4,4
PZ-MB-TChIC-K562-H3K4me3-T_103,9,9
PZ-MB-TChIC-K562-H3K4me3-T_97,5,5
PZ-MB-TChIC-K562-H3K4me3-T_125,6,6
PZ-MB-TChIC-K562-H3K4me3-T_145,3,3
PZ-MB-TChIC-K562-H3K4me3-T_34,7,7
PZ-MB-TChIC-K562-H3K4me3-T_102,3,3
PZ-MB-TChIC-K562-H3K4me3-T_30,4,4
PZ-TChIC-K562-SC-H3K27me3-C_73,2,2
PZ-MB-TChIC-K562-H3K4me3-T_98,2,2
