index,trajectories,ect1_ld,ect2_ld,ect3_ld,mes1_ld,mes2_ld,mes3_ld,pluri1_ld,pluri2_ld,endo1_ld
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_328,End1,,,,,,,,,Endoderm Gastd5
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_158,Mesoderm Progenitors,,,,Mesoderm Gastd5,Mesoderm Gastd5,Mesoderm Gastd5,,,
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_18,x,,,,,,,,Pluripotent Gastd5,
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_154,Mes1,,,,Mesoderm Gastd5,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_67,Ectoderm Progenitors,Ectoderm Gastd5,Ectoderm Gastd5,Ectoderm Gastd5,,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_110,x,,,,,,,Pluripotent Gastd5,,
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_201,Mes1,,,,Mesoderm Gastd5,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_272,Mes3,,,,,,Mesoderm Gastd5,,,
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_209,Mes2,,,,,Mesoderm Gastd5,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_95,Mesoderm Progenitors 2,,,,Mesoderm Gastd5,,Mesoderm Gastd5,,,
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_113,End1,,,,,,,,,Endoderm Gastd5
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_213,Ectoderm Progenitors,Ectoderm Gastd5,Ectoderm Gastd5,Ectoderm Gastd5,,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_331,Mesoderm Progenitors,,,,Mesoderm Gastd5,Mesoderm Gastd5,Mesoderm Gastd5,,,
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_20,x,,,,,,,Pluripotent Gastd5,,
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_311,Mes2,,,,,Mesoderm Gastd5,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_249,Mes3,,,,,,Mesoderm Gastd5,,,
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_260,Mes1,,,,Mesoderm Gastd5,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_233,Ectoderm Progenitors,Ectoderm Gastd5,Ectoderm Gastd5,Ectoderm Gastd5,,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_164,Mes2,,,,,Mesoderm Gastd5,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_359,Pluripotent 2,Pluripotent Gastd5,Pluripotent Gastd5,Pluripotent Gastd5,Pluripotent Gastd5,Pluripotent Gastd5,Pluripotent Gastd5,,,
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_273,Mes2,,,,,Mesoderm Gastd5,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_255,Mes2,,,,,Mesoderm Gastd5,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_53,Pluripotent 2,Pluripotent Gastd5,Pluripotent Gastd5,Pluripotent Gastd5,Pluripotent Gastd5,Pluripotent Gastd5,Pluripotent Gastd5,,,
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_30,Mesoderm Progenitors 2,,,,Mesoderm Gastd5,,Mesoderm Gastd5,,,
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_170,x,,,,,,,Pluripotent Gastd5,,
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_122,Mes1,,,,Mesoderm Gastd5,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_329,x,,,,,,,Pluripotent Gastd5,,
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_80,Ectoderm Progenitors,Ectoderm Gastd5,Ectoderm Gastd5,Ectoderm Gastd5,,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_163,Mes3,,,,,,Mesoderm Gastd5,,,
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_185,Mes1,,,,Mesoderm Gastd5,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_178,End1,,,,,,,,,Endoderm Gastd5
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_4,Pluripotent 2,Pluripotent Gastd5,Pluripotent Gastd5,Pluripotent Gastd5,Pluripotent Gastd5,Pluripotent Gastd5,Pluripotent Gastd5,,,
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_230,Mes2,,,,,Mesoderm Gastd5,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_224,Mes2,,,,,Mesoderm Gastd5,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_85,Pluripotent 2,Pluripotent Gastd5,Pluripotent Gastd5,Pluripotent Gastd5,Pluripotent Gastd5,Pluripotent Gastd5,Pluripotent Gastd5,,,
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_222,Ectoderm Progenitors,Ectoderm Gastd5,Ectoderm Gastd5,Ectoderm Gastd5,,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_55,Ectoderm Progenitors,Ectoderm Gastd5,Ectoderm Gastd5,Ectoderm Gastd5,,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_88,Pluripotent 2,Pluripotent Gastd5,Pluripotent Gastd5,Pluripotent Gastd5,Pluripotent Gastd5,Pluripotent Gastd5,Pluripotent Gastd5,,,
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_174,Ectoderm Progenitors,Ectoderm Gastd5,Ectoderm Gastd5,Ectoderm Gastd5,,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_22,Ect1,Ectoderm Gastd5,,,,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_176,Mes2,,,,,Mesoderm Gastd5,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_264,Ectoderm Progenitors,Ectoderm Gastd5,Ectoderm Gastd5,Ectoderm Gastd5,,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_115,Mesoderm Progenitors 2,,,,Mesoderm Gastd5,,Mesoderm Gastd5,,,
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_117,Ectoderm Progenitors,Ectoderm Gastd5,Ectoderm Gastd5,Ectoderm Gastd5,,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_250,Mes3,,,,,,Mesoderm Gastd5,,,
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_326,Mesoderm Progenitors,,,,Mesoderm Gastd5,Mesoderm Gastd5,Mesoderm Gastd5,,,
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_366,Mes2,,,,,Mesoderm Gastd5,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_191,Mes1,,,,Mesoderm Gastd5,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_14,End1,,,,,,,,,Endoderm Gastd5
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_214,x,,,,,,,Pluripotent Gastd5,,
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_275,Ectoderm Progenitors,Ectoderm Gastd5,Ectoderm Gastd5,Ectoderm Gastd5,,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_10,Pluripotent 2,Pluripotent Gastd5,Pluripotent Gastd5,Pluripotent Gastd5,Pluripotent Gastd5,Pluripotent Gastd5,Pluripotent Gastd5,,,
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_294,End1,,,,,,,,,Endoderm Gastd5
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_155,Ectoderm Progenitors,Ectoderm Gastd5,Ectoderm Gastd5,Ectoderm Gastd5,,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_267,Mes1,,,,Mesoderm Gastd5,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_63,Ectoderm Progenitors,Ectoderm Gastd5,Ectoderm Gastd5,Ectoderm Gastd5,,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_32,Ectoderm Progenitors,Ectoderm Gastd5,Ectoderm Gastd5,Ectoderm Gastd5,,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_376,Mes2,,,,,Mesoderm Gastd5,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_342,End1,,,,,,,,,Endoderm Gastd5
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_369,Ectoderm Progenitors,Ectoderm Gastd5,Ectoderm Gastd5,Ectoderm Gastd5,,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_231,x,,,,,,,Pluripotent Gastd5,,
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_45,Mes2,,,,,Mesoderm Gastd5,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_244,End1,,,,,,,,,Endoderm Gastd5
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_334,Mes2,,,,,Mesoderm Gastd5,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_280,Mes2,,,,,Mesoderm Gastd5,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_259,Mes2,,,,,Mesoderm Gastd5,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_107,End1,,,,,,,,,Endoderm Gastd5
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_327,x,,,,,,,Pluripotent Gastd5,,
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_242,Ect1,Ectoderm Gastd5,,,,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_256,Mesoderm Progenitors 2,,,,Mesoderm Gastd5,,Mesoderm Gastd5,,,
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_123,Mes2,,,,,Mesoderm Gastd5,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_232,Ectoderm Progenitors,Ectoderm Gastd5,Ectoderm Gastd5,Ectoderm Gastd5,,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_9,Ect2,,Ectoderm Gastd5,,,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_79,Mesoderm Progenitors,,,,Mesoderm Gastd5,Mesoderm Gastd5,Mesoderm Gastd5,,,
PZ-MB-TChIC-Gastd5-rep2-H3K4me3-5_8,Mes2,,,,,Mesoderm Gastd5,,,,
