index,ect1_ct,ect2_ct,ect3_ct,mes1_ct,mes2_ct,mes3_ct,pluri1_ct,pluri2_ct,endo1_ct
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_33,,,,,Somite,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_134,,,,,Somite,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_351,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_78,,Roof Plate Neural Tube,,,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_58,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_265,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_41,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_266,,,,Cardiac Mesoderm,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_240,,,,,Somite,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_241,,,,,,,PGCs,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_348,,,,,Sclerotome,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_370,,,,,,Endothelium,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_360,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_76,,,,Cardiac Mesoderm,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_374,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_46,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_299,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_205,,,,Cardiac Mesoderm,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_23,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_271,,,,,Dermomyotome,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_184,,,,preSomitic/Wavefront,preSomitic/Wavefront,preSomitic/Wavefront,,,preSomitic/Wavefront
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_24,,,,,,,PGCs,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_196,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_12,,,,,,,PGCs,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_228,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_44,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_47,,,,Cardiac Mesoderm,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_207,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_268,,,,,Dermomyotome,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_372,,,,,Somite,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_37,,,,,Dermomyotome,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_119,,,,,Dermomyotome,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_173,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_150,,,,,Somite,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_29,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_262,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_347,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_91,,,,Cardiac Mesoderm,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_83,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_148,,,,,,Endothelium,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_200,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_6,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_166,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_71,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_341,,,,,Somite,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_94,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_64,,,,preSomitic/Wavefront,preSomitic/Wavefront,preSomitic/Wavefront,,,preSomitic/Wavefront
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_349,,,,,,Endothelium,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_125,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_56,,,,,,Endothelium,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_128,,,,,,Endothelium,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_300,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_149,,,,,Somite,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_186,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,,,Caudal Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_235,,,,,Dermomyotome,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_101,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_156,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_298,,,,,,Endothelium,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_135,,,,preSomitic/Wavefront,preSomitic/Wavefront,preSomitic/Wavefront,,,preSomitic/Wavefront
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_204,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_74,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_361,,,,,Somite,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_120,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_333,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_153,,,,,Somite,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_335,,,,,Somite,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_375,,,,Cardiac Mesoderm,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_346,,,,,Somite,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_147,,,,Cardiac Mesoderm,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_320,,,,preSomitic/Wavefront,preSomitic/Wavefront,preSomitic/Wavefront,,,preSomitic/Wavefront
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_197,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_312,,,,Cardiac Mesoderm,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_225,,,,Cardiac Mesoderm,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_288,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_382,,,,,,,Naive PGCs,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_66,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_279,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_57,,,,,,,Naive PGCs,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_384,,,,preSomitic/Wavefront,preSomitic/Wavefront,preSomitic/Wavefront,,,preSomitic/Wavefront
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_358,,,,,Somite,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_246,,,,,,,PGCs,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_363,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_379,,,,,Somite,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_68,,,,Cardiac Mesoderm,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_239,,,,preSomitic/Wavefront,preSomitic/Wavefront,preSomitic/Wavefront,,,preSomitic/Wavefront
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_60,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_112,,,,Cardiac Mesoderm,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_146,,,,Cardiac Mesoderm,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_93,,,,,,,PGCs,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_217,,,,,Somite,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_203,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_118,,,,Cardiac Mesoderm,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_371,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,,,Caudal Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_309,,,,preSomitic/Wavefront,preSomitic/Wavefront,preSomitic/Wavefront,,,preSomitic/Wavefront
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_50,,,,,,,PGCs,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_192,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_195,,,,,Somite,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_171,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_69,,,,preSomitic/Wavefront,preSomitic/Wavefront,preSomitic/Wavefront,,,preSomitic/Wavefront
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_168,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_182,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_111,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_295,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,,,Caudal Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_308,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_378,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_321,,,,,Dermomyotome,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_90,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_336,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_193,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_104,,,,Cardiac Mesoderm,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_248,,,,,Dermomyotome,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_381,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_133,,,,,,Endothelium,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_65,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_194,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_243,,,,Cardiac Mesoderm,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_131,,,,,,,PGCs,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_283,,,,Cardiac Mesoderm,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_54,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_227,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_106,,,,Nascent Mesoderm,,Nascent Mesoderm,,,Nascent Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_39,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_356,,,,,,,,,ExE Endoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_357,,,,,,Endothelium,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_19,,,,,Dermomyotome,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_340,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_223,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_189,,,,,Dermomyotome,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_48,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_82,,,,,,Endothelium,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_172,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_338,,,,Nascent Mesoderm,,Nascent Mesoderm,,,Nascent Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_252,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,,,Caudal Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_70,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_36,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_364,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_16,,,,preSomitic/Wavefront,preSomitic/Wavefront,preSomitic/Wavefront,,,preSomitic/Wavefront
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_103,,,,Cardiac Mesoderm,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_325,,,,,Somite,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_373,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_84,,,,preSomitic/Wavefront,preSomitic/Wavefront,preSomitic/Wavefront,,,preSomitic/Wavefront
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_108,,,,preSomitic/Wavefront,preSomitic/Wavefront,preSomitic/Wavefront,,,preSomitic/Wavefront
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_343,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_177,,,,preSomitic/Wavefront,preSomitic/Wavefront,preSomitic/Wavefront,,,preSomitic/Wavefront
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_183,,,,preSomitic/Wavefront,preSomitic/Wavefront,preSomitic/Wavefront,,,preSomitic/Wavefront
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_278,,,,,Dermomyotome,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_365,,,,,,,PGCs,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_167,,,,preSomitic/Wavefront,preSomitic/Wavefront,preSomitic/Wavefront,,,preSomitic/Wavefront
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_330,,,,Cardiac Mesoderm,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_142,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,,,Caudal Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_190,,,,,,,Naive PGCs,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_132,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_305,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_179,,,,Nascent Mesoderm,,Nascent Mesoderm,,,Nascent Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_210,,,,,Somite,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_77,Early Motor Neurons,,,,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_17,,,,,,,PGCs,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_138,,,,preSomitic/Wavefront,preSomitic/Wavefront,preSomitic/Wavefront,,,preSomitic/Wavefront
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_215,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_218,,,,,,,PGCs,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_286,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_245,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_15,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_130,,,,preSomitic/Wavefront,preSomitic/Wavefront,preSomitic/Wavefront,,,preSomitic/Wavefront
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_28,,,,,,,Naive PGCs,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_3,,,,Nascent Mesoderm,,Nascent Mesoderm,,,Nascent Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_261,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,,,Caudal Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_201,,,,,,,PGCs,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_332,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_211,,,,,,Endothelium,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_161,,,,preSomitic/Wavefront,preSomitic/Wavefront,preSomitic/Wavefront,,,preSomitic/Wavefront
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_136,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_293,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,,,Caudal Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_292,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_105,,,,,,,Naive PGCs,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_92,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_287,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_86,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_296,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_21,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_113,,,,,,Endothelium,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_61,Neural Progenitors,Neural Progenitors,Neural Progenitors,,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_31,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_67,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,,,Caudal Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_221,,,,preSomitic/Wavefront,preSomitic/Wavefront,preSomitic/Wavefront,,,preSomitic/Wavefront
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_337,,,,,,,PGCs,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_297,,,,,,,Reprogramming PGCs,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_289,,,,,Dermomyotome,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_18,,,,,Dermomyotome,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_274,,,,,,,,,Visceral Endoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_354,,,,,Somite,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_188,,Roof Plate Neural Tube,,,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_281,,,,,Somite,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_158,,,,,,,,,ExE Endoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_35,,,,,,,,,Parietal Endoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_306,,,,,Dermomyotome,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_154,,,,,,Endothelium,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_285,,,,,Dermomyotome,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_202,,,,,,,,Epiblast,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_51,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_181,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_208,,,,,Dermomyotome,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_126,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,,,Caudal Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_160,,,,,,Endothelium,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_98,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_237,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_213,,,,,,,,,ExE Endoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_282,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,,,Caudal Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_11,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,,,Caudal Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_144,,,,,,,Reprogramming PGCs,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_234,,,,,Somite,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_328,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_40,,,,,Dermomyotome,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_102,,,,Nascent Mesoderm,,Nascent Mesoderm,,,Nascent Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_355,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_291,,,,,Somite,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_339,,,,preSomitic/Wavefront,preSomitic/Wavefront,preSomitic/Wavefront,,,preSomitic/Wavefront
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_367,,,,,Somite,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_42,,,,Cardiac Mesoderm,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_75,NMPs,NMPs,NMPs,,,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_380,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_137,,,,Nascent Mesoderm,,Nascent Mesoderm,,,Nascent Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_96,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_159,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_43,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,,,Caudal Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_127,,,,,Somite,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_38,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_62,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_301,,,,,LP/Intermediate Mesoderm,,,,
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_344,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,,,Caudal Mesoderm
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_13,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast,Caudal Epiblast
PZ-MB-TChIC-Gastd5-rep2-H3K27me3-2_324,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,Caudal Mesoderm,,,Caudal Mesoderm
